date,close,open,high,low,volume,pct_change
2020年3月9日,"3,997.13","4,063.08","4,063.08","3,995.13",208.10K,-3.42%
2020年3月6日,"4,138.51","4,158.20","4,181.31","4,135.48",172.48K,-1.62%
2020年3月5日,"4,206.73","4,150.21","4,215.85","4,127.23",231.82K,2.23%
2020年3月4日,"4,115.05","4,078.50","4,115.26","4,060.81",182.43K,0.58%
2020年3月3日,"4,091.36","4,125.14","4,147.65","4,067.91",219.37K,0.53%
2020年3月2日,"4,069.67","3,968.84","4,092.52","3,968.84",219.31K,3.29%
2020年2月28日,"3,940.05","3,988.73","4,031.15","3,928.07",230.28K,-3.55%
2020年2月27日,"4,084.88","4,084.08","4,110.51","4,067.44",181.29K,0.29%
2020年2月26日,"4,073.02","4,070.10","4,132.78","4,061.12",261.09K,-1.23%
2020年2月25日,"4,123.85","4,066.30","4,126.71","4,020.91",244.17K,-0.22%
2020年2月24日,"4,132.84","4,131.84","4,149.01","4,097.18",212.87K,-0.40%
2020年2月21日,"4,149.49","4,134.87","4,184.44","4,130.17",217.21K,0.12%
2020年2月20日,"4,144.66","4,062.90","4,148.53","4,055.81",212.23K,2.30%
2020年2月19日,"4,051.31","4,049.59","4,085.17","4,042.85",169.05K,-0.15%
2020年2月18日,"4,057.51","4,069.83","4,076.39","4,027.79",163.24K,-0.49%
2020年2月17日,"4,077.42","3,999.65","4,077.45","3,999.65",182.78K,2.25%
2020年2月14日,"3,987.73","3,954.23","4,001.56","3,954.02",143.24K,0.70%
2020年2月13日,"3,959.92","3,985.88","3,999.55","3,950.14",145.00K,-0.62%
2020年2月12日,"3,984.43","3,945.67","3,984.43","3,940.67",126.71K,0.81%
2020年2月11日,"3,952.46","3,926.42","3,970.52","3,915.71",143.44K,0.93%
2020年2月10日,"3,916.01","3,872.37","3,920.17","3,861.01",148.41K,0.41%
2020年2月7日,"3,899.87","3,879.55","3,899.88","3,849.71",151.73K,0.00%
2020年2月6日,"3,899.78","3,841.75","3,914.91","3,806.96",176.46K,1.86%
2020年2月5日,"3,828.53","3,801.10","3,866.01","3,781.61",174.93K,1.13%
2020年2月4日,"3,785.64","3,652.00","3,786.86","3,652.00",213.93K,2.64%
2020年2月3日,"3,688.36","3,639.91","3,732.16","3,639.91",157.56K,-7.88%
2020年1月23日,"4,003.90","4,093.32","4,103.52","3,972.39",160.36K,-3.10%
2020年1月22日,"4,131.93","4,093.80","4,141.18","4,046.49",126.76K,0.43%
2020年1月21日,"4,114.31","4,165.02","4,165.02","4,113.33",130.53K,-1.71%
2020年1月20日,"4,185.83","4,170.74","4,185.96","4,149.49",122.41K,0.75%
2020年1月17日,"4,154.85","4,162.19","4,177.03","4,141.64",98.73K,0.14%
2020年1月16日,"4,149.04","4,174.82","4,175.29","4,142.18",100.27K,-0.42%
2020年1月15日,"4,166.73","4,186.88","4,193.87","4,150.88",104.63K,-0.55%
2020年1月14日,"4,189.89","4,215.16","4,223.51","4,188.08",129.32K,-0.34%
2020年1月13日,"4,203.99","4,166.93","4,203.99","4,148.60",119.69K,0.98%
2020年1月10日,"4,163.18","4,177.58","4,180.98","4,148.48",113.03K,-0.03%
2020年1月9日,"4,164.37","4,145.53","4,165.66","4,143.59",136.89K,1.27%
2020年1月8日,"4,112.32","4,139.63","4,149.81","4,101.98",167.59K,-1.15%
2020年1月7日,"4,160.23","4,137.40","4,161.25","4,135.10",139.49K,0.75%
2020年1月6日,"4,129.30","4,120.52","4,170.64","4,102.38",175.31K,-0.38%
2020年1月3日,"4,144.96","4,161.22","4,164.30","4,131.86",142.83K,-0.18%
2020年1月2日,"4,152.24","4,121.35","4,172.66","4,121.35",182.12K,1.36%
2019年12月31日,"4,096.58","4,077.75","4,098.14","4,069.01",123.26K,0.37%
2019年12月30日,"4,081.63","4,015.52","4,083.69","4,001.50",155.97K,1.48%
2019年12月27日,"4,022.03","4,029.25","4,066.80","4,019.72",150.93K,-0.10%
2019年12月26日,"4,025.99","3,993.67","4,025.99","3,993.54",108.86K,0.88%
2019年12月25日,"3,990.87","3,988.66","4,000.56","3,976.36",94.94K,-0.05%
2019年12月24日,"3,992.96","3,971.56","3,994.51","3,963.67",95.99K,0.65%
2019年12月23日,"3,967.10","4,014.69","4,032.17","3,964.38",122.82K,-1.25%
2019年12月20日,"4,017.25","4,032.15","4,046.73","4,014.93",121.27K,-0.25%
2019年12月19日,"4,027.15","4,034.62","4,038.54","4,014.90",117.90K,-0.14%
2019年12月18日,"4,032.78","4,039.72","4,057.64","4,025.34",151.35K,-0.22%
2019年12月17日,"4,041.80","3,987.74","4,067.14","3,984.52",201.16K,1.36%
2019年12月16日,"3,987.55","3,970.71","3,987.59","3,953.51",148.49K,0.49%
2019年12月13日,"3,968.22","3,928.00","3,969.46","3,925.28",148.57K,1.98%
2019年12月12日,"3,891.02","3,908.45","3,908.45","3,886.12",84.71K,-0.30%
2019年12月11日,"3,902.75","3,907.16","3,909.39","3,890.34",99.77K,0.06%
2019年12月10日,"3,900.38","3,886.44","3,900.96","3,882.09",86.26K,0.13%
2019年12月9日,"3,895.45","3,909.53","3,911.97","3,885.25",95.35K,-0.18%
2019年12月6日,"3,902.39","3,885.06","3,902.39","3,878.70",78.65K,0.59%
2019年12月5日,"3,879.36","3,863.61","3,883.40","3,859.82",89.05K,0.77%
2019年12月4日,"3,849.82","3,841.66","3,852.99","3,831.07",79.68K,-0.03%
2019年12月3日,"3,851.09","3,829.21","3,851.12","3,811.63",73.61K,0.39%
2019年12月2日,"3,836.06","3,835.51","3,854.75","3,829.31",77.41K,0.19%
2019年11月29日,"3,828.67","3,857.19","3,861.66","3,804.83",74.14K,-0.87%
2019年11月28日,"3,862.30","3,877.90","3,887.69","3,852.01",65.23K,-0.34%
2019年11月27日,"3,875.62","3,883.43","3,889.98","3,862.70",76.44K,-0.41%
2019年11月26日,"3,891.65","3,893.43","3,899.11","3,869.59",111.51K,0.35%
2019年11月25日,"3,878.21","3,850.97","3,878.25","3,839.42",106.07K,0.73%
2019年11月22日,"3,849.99","3,894.17","3,918.84","3,833.50",91.04K,-1.02%
2019年11月21日,"3,889.60","3,894.54","3,901.83","3,875.97",69.13K,-0.47%
2019年11月20日,"3,907.86","3,940.13","3,943.23","3,901.99",76.82K,-0.99%
2019年11月19日,"3,947.04","3,904.10","3,947.04","3,902.38",82.16K,1.00%
2019年11月18日,"3,907.93","3,874.44","3,913.10","3,868.32",76.65K,0.80%
2019年11月15日,"3,877.09","3,908.49","3,915.10","3,877.09",83.73K,-0.74%
2019年11月14日,"3,905.86","3,905.93","3,916.95","3,895.14",87.01K,0.15%
2019年11月13日,"3,899.98","3,905.28","3,908.42","3,882.43",76.75K,-0.10%
2019年11月12日,"3,903.69","3,905.96","3,914.88","3,877.74",76.54K,0.02%
2019年11月11日,"3,902.98","3,948.62","3,948.62","3,897.55",94.16K,-1.76%
2019年11月8日,"3,973.01","4,017.67","4,022.04","3,971.57",97.11K,-0.47%
2019年11月7日,"3,991.87","3,984.55","4,005.38","3,975.55",87.26K,0.18%
2019年11月6日,"3,984.88","4,006.33","4,007.50","3,973.78",97.31K,-0.45%
2019年11月5日,"4,002.81","3,982.12","4,030.64","3,970.87",112.91K,0.62%
2019年11月4日,"3,978.12","3,964.01","3,985.36","3,964.01",104.19K,0.65%
2019年11月1日,"3,952.39","3,883.81","3,956.08","3,876.42",100.69K,1.69%
2019年10月31日,"3,886.75","3,906.86","3,907.15","3,878.88",86.72K,-0.12%
2019年10月30日,"3,891.23","3,904.72","3,908.10","3,883.45",77.87K,-0.49%
2019年10月29日,"3,910.23","3,929.71","3,932.37","3,910.23",82.26K,-0.42%
2019年10月28日,"3,926.59","3,904.98","3,927.80","3,897.82",97.41K,0.76%
2019年10月25日,"3,896.79","3,871.77","3,899.72","3,849.03",77.45K,0.67%
2019年10月24日,"3,870.67","3,877.92","3,890.20","3,852.58",71.34K,-0.01%
2019年10月23日,"3,871.08","3,892.68","3,901.42","3,862.20",70.20K,-0.64%
2019年10月22日,"3,895.88","3,896.31","3,897.44","3,870.55",68.92K,0.39%
2019年10月21日,"3,880.84","3,865.34","3,884.74","3,856.04",74.18K,0.30%
2019年10月18日,"3,869.38","3,935.42","3,940.54","3,864.97",82.32K,-1.42%
2019年10月17日,"3,925.22","3,929.39","3,935.81","3,913.92",64.86K,0.06%
2019年10月16日,"3,922.69","3,939.28","3,964.05","3,919.02",83.23K,-0.34%
2019年10月15日,"3,936.25","3,953.16","3,953.16","3,928.15",85.27K,-0.43%
2019年10月14日,"3,953.24","3,944.86","3,983.81","3,934.73",122.39K,1.06%
2019年10月11日,"3,911.73","3,885.52","3,922.37","3,868.84",93.41K,0.96%
2019年10月10日,"3,874.64","3,838.49","3,877.14","3,829.43",79.22K,0.82%
2019年10月9日,"3,843.24","3,822.61","3,845.34","3,805.07",75.86K,0.14%
2019年10月8日,"3,837.68","3,818.59","3,861.64","3,818.59",76.66K,0.61%
2019年9月30日,"3,814.53","3,842.07","3,857.23","3,813.55",65.93K,-0.99%
2019年9月27日,"3,852.65","3,843.46","3,859.50","3,832.25",74.00K,0.30%
2019年9月26日,"3,841.14","3,884.70","3,890.75","3,840.25",102.70K,-0.77%
2019年9月25日,"3,870.98","3,887.55","3,889.84","3,867.23",89.52K,-0.77%
2019年9月24日,"3,901.08","3,895.87","3,927.01","3,886.14",87.78K,0.27%
2019年9月23日,"3,890.66","3,925.19","3,925.19","3,868.21",94.04K,-1.14%
2019年9月20日,"3,935.65","3,933.46","3,942.22","3,921.41",103.46K,0.29%
2019年9月19日,"3,924.38","3,923.96","3,924.38","3,897.07",85.98K,0.37%
2019年9月18日,"3,910.08","3,902.99","3,923.15","3,902.51",82.06K,0.48%
2019年9月17日,"3,891.22","3,947.16","3,947.16","3,879.49",113.69K,-1.68%
2019年9月16日,"3,957.72","3,981.36","3,982.20","3,943.37",110.26K,-0.37%
2019年9月12日,"3,972.38","3,944.69","3,975.93","3,933.44",110.24K,1.08%
2019年9月11日,"3,930.10","3,969.68","3,971.22","3,922.95",131.60K,-0.74%
2019年9月10日,"3,959.26","3,976.87","3,976.92","3,938.74",130.89K,-0.34%
2019年9月9日,"3,972.95","3,980.96","3,985.24","3,954.88",146.81K,0.62%
2019年9月6日,"3,948.51","3,946.69","3,948.54","3,922.34",121.88K,0.59%
2019年9月5日,"3,925.32","3,909.21","3,970.00","3,909.21",181.66K,1.01%
2019年9月4日,"3,886.00","3,848.65","3,886.00","3,846.42",126.63K,0.84%
2019年9月3日,"3,853.61","3,852.58","3,856.68","3,833.76",97.72K,0.14%
2019年9月2日,"3,848.32","3,803.69","3,855.78","3,799.82",110.29K,1.28%
2019年8月30日,"3,799.59","3,816.68","3,828.97","3,778.92",96.70K,0.25%
2019年8月29日,"3,790.19","3,805.49","3,808.60","3,774.40",84.08K,-0.33%
2019年8月28日,"3,802.58","3,818.81","3,822.59","3,790.14",88.75K,-0.38%
2019年8月27日,"3,816.95","3,791.46","3,848.24","3,790.87",124.73K,1.36%
2019年8月26日,"3,765.91","3,756.36","3,778.87","3,753.16",93.86K,-1.44%
2019年8月23日,"3,820.86","3,796.88","3,829.36","3,788.03",87.96K,0.72%
2019年8月22日,"3,793.51","3,793.86","3,797.33","3,771.20",85.81K,0.31%
2019年8月21日,"3,781.76","3,778.31","3,792.60","3,775.45",82.30K,-0.16%
2019年8月20日,"3,787.73","3,786.03","3,799.90","3,778.73",108.60K,-0.09%
2019年8月19日,"3,791.09","3,736.03","3,791.09","3,720.69",139.33K,2.17%
2019年8月16日,"3,710.54","3,697.94","3,738.10","3,687.08",88.32K,0.45%
2019年8月15日,"3,694.00","3,618.01","3,694.30","3,612.11",88.60K,0.32%
2019年8月14日,"3,682.40","3,712.07","3,717.56","3,680.61",91.20K,0.45%
2019年8月13日,"3,665.75","3,675.59","3,686.43","3,658.01",76.50K,-0.90%
2019年8月12日,"3,699.10","3,647.87","3,699.10","3,643.32",82.08K,1.80%
2019年8月9日,"3,633.53","3,686.75","3,689.18","3,628.12",85.30K,-0.97%
2019年8月8日,"3,669.29","3,651.36","3,675.46","3,646.94",88.46K,1.32%
2019年8月7日,"3,621.43","3,654.63","3,659.08","3,621.43",84.24K,-0.41%
2019年8月6日,"3,636.33","3,609.11","3,649.90","3,575.86",129.83K,-1.07%
2019年8月5日,"3,675.69","3,724.41","3,739.50","3,675.69",101.33K,-1.91%
2019年8月2日,"3,747.44","3,729.13","3,754.53","3,720.06",108.34K,-1.47%
2019年8月1日,"3,803.47","3,819.32","3,831.26","3,791.55",84.11K,-0.83%
2019年7月31日,"3,835.36","3,856.74","3,856.74","3,830.09",82.15K,-0.90%
2019年7月30日,"3,870.32","3,861.57","3,890.73","3,861.57",94.12K,0.42%
2019年7月29日,"3,854.27","3,857.94","3,862.75","3,842.43",84.81K,-0.11%
2019年7月26日,"3,858.57","3,835.23","3,863.59","3,832.52",83.26K,0.19%
2019年7月25日,"3,851.07","3,821.39","3,851.07","3,812.95",93.74K,0.82%
2019年7月24日,"3,819.83","3,803.59","3,840.06","3,803.57",90.94K,0.79%
2019年7月23日,"3,789.91","3,783.54","3,792.96","3,768.76",71.31K,0.22%
2019年7月22日,"3,781.68","3,813.50","3,816.54","3,765.44",92.10K,-0.69%
2019年7月19日,"3,807.96","3,787.51","3,828.15","3,787.51",88.09K,1.05%
2019年7月18日,"3,768.40","3,793.19","3,793.39","3,768.00",87.50K,-0.95%
2019年7月17日,"3,804.64","3,800.11","3,820.27","3,787.90",95.18K,-0.06%
2019年7月16日,"3,806.84","3,819.25","3,828.33","3,799.87",80.73K,-0.45%
2019年7月15日,"3,824.19","3,792.64","3,844.87","3,745.85",101.21K,0.41%
2019年7月12日,"3,808.73","3,783.07","3,820.24","3,774.52",75.47K,0.62%
2019年7月11日,"3,785.22","3,806.19","3,830.74","3,774.41",75.31K,-0.04%
2019年7月10日,"3,786.74","3,807.95","3,810.40","3,774.23",72.83K,-0.17%
2019年7月9日,"3,793.13","3,798.10","3,811.10","3,774.76",74.84K,-0.25%
2019年7月8日,"3,802.79","3,875.75","3,875.75","3,775.03",109.54K,-2.32%
2019年7月5日,"3,893.20","3,875.37","3,900.31","3,857.93",74.01K,0.52%
2019年7月4日,"3,873.10","3,895.20","3,906.89","3,854.69",99.34K,-0.52%
2019年7月3日,"3,893.53","3,927.44","3,927.44","3,878.84",111.99K,-1.11%
2019年7月2日,"3,937.17","3,931.05","3,942.43","3,918.94",131.86K,0.03%
2019年7月1日,"3,935.81","3,899.33","3,936.67","3,886.91",158.37K,2.88%
2019年6月28日,"3,825.59","3,832.06","3,835.23","3,803.05",84.77K,-0.24%
2019年6月27日,"3,834.82","3,807.54","3,854.08","3,805.83",105.32K,1.07%
2019年6月26日,"3,794.33","3,779.51","3,809.76","3,771.72",81.82K,-0.18%
2019年6月25日,"3,801.31","3,837.43","3,838.06","3,755.01",124.08K,-1.04%
2019年6月24日,"3,841.27","3,836.31","3,853.55","3,819.77",100.09K,0.19%
2019年6月21日,"3,833.94","3,832.73","3,856.09","3,817.31",153.64K,0.14%
2019年6月20日,"3,828.52","3,718.94","3,845.79","3,717.19",168.87K,3.03%
2019年6月19日,"3,715.94","3,761.34","3,771.35","3,715.13",125.60K,1.32%
2019年6月18日,"3,667.62","3,661.13","3,675.65","3,638.78",70.69K,0.35%
2019年6月17日,"3,654.82","3,654.44","3,683.77","3,645.50",72.98K,0.00%
2019年6月14日,"3,654.88","3,690.48","3,709.65","3,650.91",101.82K,-0.83%
2019年6月13日,"3,685.39","3,689.58","3,697.59","3,654.27",96.33K,-0.15%
2019年6月12日,"3,691.10","3,706.86","3,711.88","3,683.94",119.18K,-0.76%
2019年6月11日,"3,719.28","3,617.52","3,723.14","3,617.52",143.48K,3.01%
2019年6月10日,"3,610.74","3,578.01","3,623.73","3,568.28",92.38K,1.29%
2019年6月6日,"3,564.68","3,601.04","3,601.04","3,557.02",85.53K,-0.90%
2019年6月5日,"3,597.11","3,627.79","3,634.45","3,593.95",88.64K,-0.04%
2019年6月4日,"3,598.47","3,632.56","3,636.13","3,584.46",87.10K,-0.92%
2019年6月3日,"3,632.01","3,640.61","3,672.81","3,613.13",100.72K,0.06%
2019年5月31日,"3,629.79","3,641.00","3,668.18","3,627.54",89.22K,-0.31%
2019年5月30日,"3,641.18","3,648.85","3,650.97","3,612.62",94.20K,-0.62%
2019年5月29日,"3,663.91","3,642.54","3,693.23","3,637.35",93.36K,-0.23%
2019年5月28日,"3,672.26","3,633.02","3,683.23","3,627.79",117.89K,0.96%
2019年5月27日,"3,637.20","3,592.60","3,648.03","3,556.26",108.83K,1.20%
2019年5月24日,"3,593.91","3,584.90","3,623.39","3,580.79",80.93K,0.28%
2019年5月23日,"3,583.96","3,629.53","3,631.47","3,578.11",99.90K,-1.79%
2019年5月22日,"3,649.38","3,663.15","3,679.27","3,634.75",98.35K,-0.47%
2019年5月21日,"3,666.78","3,619.44","3,690.09","3,610.68",111.02K,1.35%
2019年5月20日,"3,617.79","3,635.74","3,644.50","3,583.83",108.96K,-0.85%
2019年5月17日,"3,648.76","3,744.88","3,745.36","3,637.58",128.45K,-2.54%
2019年5月16日,"3,743.96","3,720.04","3,745.14","3,707.90",116.26K,0.45%
2019年5月15日,"3,727.09","3,674.99","3,741.04","3,674.99",110.16K,2.25%
2019年5月14日,"3,645.15","3,630.44","3,683.26","3,630.44",102.31K,-0.64%
2019年5月13日,"3,668.73","3,675.76","3,702.90","3,658.00",103.39K,-1.65%
2019年5月10日,"3,730.45","3,643.06","3,732.92","3,589.29",148.00K,3.63%
2019年5月9日,"3,599.70","3,637.35","3,656.90","3,584.82",101.04K,-1.85%
2019年5月8日,"3,667.46","3,648.55","3,722.93","3,642.50",112.87K,-1.43%
2019年5月7日,"3,720.67","3,702.27","3,738.18","3,671.83",132.85K,0.98%
2019年5月6日,"3,684.62","3,775.08","3,791.61","3,647.14",197.47K,-5.84%
2019年4月30日,"3,913.21","3,887.18","3,923.11","3,885.15",116.23K,0.33%
2019年4月29日,"3,900.33","3,896.58","3,953.23","3,875.45",153.87K,0.28%
2019年4月26日,"3,889.27","3,921.89","3,943.83","3,887.25",142.01K,-1.33%
2019年4月25日,"3,941.82","4,013.60","4,022.56","3,938.33",159.72K,-2.19%
2019年4月24日,"4,030.09","4,033.63","4,044.34","3,967.81",145.50K,0.28%
2019年4月23日,"4,019.01","4,021.63","4,061.09","4,005.28",155.61K,-0.16%
2019年4月22日,"4,025.61","4,125.97","4,126.09","4,015.47",189.35K,-2.31%
2019年4月19日,"4,120.61","4,076.30","4,120.64","4,046.20",150.80K,1.19%
2019年4月18日,"4,072.08","4,085.11","4,094.05","4,056.24",146.56K,-0.37%
2019年4月17日,"4,087.24","4,080.72","4,106.62","4,057.50",180.37K,0.04%
2019年4月16日,"4,085.79","3,958.10","4,085.79","3,943.49",202.04K,2.77%
2019年4月15日,"3,975.52","4,056.49","4,085.39","3,974.23",182.65K,-0.33%
2019年4月12日,"3,988.62","3,986.78","4,006.93","3,961.46",135.86K,-0.22%
2019年4月11日,"3,997.58","4,083.46","4,097.12","3,990.24",169.05K,-2.16%
2019年4月10日,"4,085.85","4,062.44","4,115.38","4,035.47",194.69K,0.26%
2019年4月9日,"4,075.43","4,063.81","4,084.24","4,038.28",182.96K,0.45%
2019年4月8日,"4,057.23","4,097.10","4,122.60","4,017.49",267.51K,-0.12%
2019年4月4日,"4,062.23","4,039.74","4,072.11","4,021.71",260.41K,1.00%
2019年4月3日,"4,022.16","3,947.87","4,026.50","3,939.78",231.92K,1.28%
2019年4月2日,"3,971.29","3,986.34","3,988.10","3,956.51",226.00K,-0.07%
2019年4月1日,"3,973.93","3,901.17","3,982.91","3,901.17",271.38K,2.62%
2019年3月29日,"3,872.34","3,739.77","3,876.38","3,739.77",215.64K,3.86%
2019年3月28日,"3,728.40","3,731.06","3,755.72","3,710.08",133.27K,-0.40%
2019年3月27日,"3,743.39","3,724.41","3,750.26","3,703.45",138.76K,1.16%
2019年3月26日,"3,700.44","3,766.53","3,770.84","3,687.55",173.05K,-1.13%
2019年3月25日,"3,742.83","3,776.44","3,807.18","3,741.61",198.59K,-2.37%
2019年3月22日,"3,833.80","3,838.13","3,845.58","3,786.59",171.36K,-0.08%
2019年3月21日,"3,836.89","3,840.28","3,864.07","3,823.47",196.31K,0.04%
2019年3月20日,"3,835.44","3,825.34","3,855.15","3,790.51",175.63K,0.04%
2019年3月19日,"3,833.96","3,856.59","3,868.34","3,815.22",181.73K,-0.46%
2019年3月18日,"3,851.75","3,753.64","3,851.75","3,733.68",216.93K,2.85%
2019年3月15日,"3,745.01","3,713.94","3,782.24","3,713.94",175.18K,1.26%
2019年3月14日,"3,698.49","3,710.29","3,747.82","3,673.85",190.82K,-0.69%
2019年3月13日,"3,724.19","3,758.71","3,763.09","3,708.81",233.68K,-0.83%
2019年3月12日,"3,755.35","3,758.32","3,804.72","3,723.68",274.93K,0.68%
2019年3月11日,"3,729.95","3,663.98","3,731.91","3,650.81",230.91K,1.98%
2019年3月8日,"3,657.58","3,721.40","3,774.54","3,656.19",317.99K,-3.97%
2019年3月7日,"3,808.85","3,841.15","3,845.18","3,778.80",329.85K,-1.02%
2019年3月6日,"3,848.09","3,822.86","3,855.16","3,787.52",318.08K,0.84%
2019年3月5日,"3,816.01","3,785.38","3,816.16","3,770.79",230.85K,0.58%
2019年3月4日,"3,794.10","3,783.04","3,886.58","3,764.78",323.49K,1.18%
2019年3月1日,"3,749.71","3,699.22","3,749.71","3,668.77",204.71K,2.19%
2019年2月28日,"3,669.37","3,675.26","3,695.46","3,650.05",184.81K,-0.25%
2019年2月27日,"3,678.39","3,682.81","3,737.63","3,638.33",286.24K,-0.17%
2019年2月26日,"3,684.69","3,734.71","3,762.11","3,679.27",358.04K,-1.20%
2019年2月25日,"3,729.48","3,575.85","3,729.48","3,574.69",342.56K,5.95%
2019年2月22日,"3,520.12","3,439.38","3,520.12","3,417.98",187.24K,2.25%
2019年2月21日,"3,442.71","3,450.14","3,500.25","3,431.63",180.14K,-0.27%
2019年2月20日,"3,451.93","3,449.93","3,463.77","3,421.51",147.39K,0.36%
2019年2月19日,"3,439.61","3,454.72","3,480.79","3,419.07",179.08K,-0.18%
2019年2月18日,"3,445.74","3,366.42","3,445.74","3,366.42",182.89K,3.21%
2019年2月15日,"3,338.70","3,391.24","3,395.03","3,335.87",143.67K,-1.86%
2019年2月14日,"3,402.14","3,392.85","3,415.40","3,381.98",151.13K,0.15%
2019年2月13日,"3,397.03","3,337.78","3,405.58","3,329.14",163.83K,2.00%
2019年2月12日,"3,330.34","3,306.35","3,335.36","3,298.63",122.23K,0.72%
2019年2月11日,"3,306.47","3,239.81","3,307.06","3,239.81",98.82K,1.82%
2019年2月1日,"3,247.40","3,225.73","3,247.50","3,207.72",82.02K,1.43%
2019年1月31日,"3,201.63","3,182.70","3,216.07","3,178.01",86.25K,1.05%
2019年1月30日,"3,168.48","3,181.66","3,202.90","3,167.89",63.75K,-0.80%
2019年1月29日,"3,193.97","3,177.26","3,200.99","3,148.23",77.66K,0.32%
2019年1月28日,"3,183.78","3,203.12","3,228.87","3,174.72",82.62K,-0.02%
2019年1月25日,"3,184.47","3,165.18","3,203.17","3,164.41",83.97K,0.81%
2019年1月24日,"3,158.78","3,146.60","3,165.63","3,125.30",72.94K,0.56%
2019年1月23日,"3,141.05","3,136.10","3,157.63","3,131.87",59.87K,-0.07%
2019年1月22日,"3,143.32","3,181.95","3,181.95","3,135.34",72.99K,-1.33%
2019年1月21日,"3,185.64","3,170.88","3,199.21","3,170.88",93.92K,0.55%
2019年1月18日,"3,168.17","3,124.50","3,171.69","3,120.35",103.96K,1.82%
2019年1月17日,"3,111.42","3,132.63","3,141.71","3,110.06",80.18K,-0.55%
2019年1月16日,"3,128.65","3,126.13","3,135.01","3,117.29",80.21K,0.02%
2019年1月15日,"3,127.99","3,071.52","3,129.37","3,064.67",88.77K,1.96%
2019年1月14日,"3,067.78","3,092.50","3,097.41","3,064.38",66.12K,-0.87%
2019年1月11日,"3,094.78","3,082.26","3,102.83","3,071.03",71.79K,0.72%
2019年1月10日,"3,072.69","3,077.48","3,092.54","3,062.57",85.27K,-0.19%
2019年1月9日,"3,078.48","3,065.23","3,117.96","3,062.85",107.36K,1.01%
2019年1月8日,"3,047.70","3,049.87","3,055.51","3,038.53",86.17K,-0.22%
2019年1月7日,"3,054.30","3,055.15","3,061.75","3,035.91",101.16K,0.61%
2019年1月4日,"3,035.87","2,940.19","3,036.81","2,935.83",103.32K,2.40%
2019年1月3日,"2,964.84","2,963.02","3,000.44","2,953.25",70.87K,-0.16%
2019年1月2日,"2,969.54","3,017.07","3,018.78","2,958.49",68.66K,-1.37%
2018年12月28日,"3,010.65","2,994.80","3,024.35","2,984.82",71.05K,0.67%
2018年12月27日,"2,990.51","3,042.95","3,047.23","2,990.51",80.54K,-0.38%
2018年12月26日,"3,002.03","3,012.87","3,029.06","2,996.48",55.65K,-0.51%
2018年12月25日,"3,017.28","3,006.88","3,030.14","2,964.88",78.69K,-0.69%
2018年12月24日,"3,038.20","3,015.50","3,040.35","3,007.33",57.30K,0.29%
2018年12月21日,"3,029.40","3,055.33","3,057.40","3,007.61",76.76K,-1.24%
2018年12月20日,"3,067.42","3,083.54","3,097.72","3,044.29",69.75K,-0.77%
2018年12月19日,"3,091.13","3,133.74","3,137.01","3,086.76",55.52K,-1.19%
2018年12月18日,"3,128.43","3,139.95","3,165.00","3,114.47",63.82K,-1.04%
2018年12月17日,"3,161.20","3,158.28","3,167.51","3,134.37",66.50K,-0.15%
2018年12月14日,"3,165.91","3,207.35","3,210.72","3,165.91",84.30K,-1.67%
2018年12月13日,"3,219.69","3,178.89","3,234.08","3,169.42",90.44K,1.55%
2018年12月12日,"3,170.61","3,181.57","3,182.21","3,160.28",53.31K,0.34%
2018年12月11日,"3,159.82","3,148.23","3,161.96","3,143.61",53.22K,0.48%
2018年12月10日,"3,144.76","3,153.52","3,170.15","3,134.38",63.44K,-1.16%
2018年12月7日,"3,181.56","3,187.49","3,193.82","3,176.71",53.36K,0.00%
2018年12月6日,"3,181.67","3,218.11","3,223.52","3,179.89",76.33K,-2.16%
2018年12月5日,"3,252.00","3,224.26","3,266.90","3,219.98",76.15K,-0.48%
2018年12月4日,"3,267.71","3,256.23","3,267.94","3,243.70",79.42K,0.21%
2018年12月3日,"3,260.95","3,260.69","3,273.64","3,228.36",121.49K,2.78%
2018年11月30日,"3,172.69","3,136.20","3,175.15","3,132.42",70.92K,1.12%
2018年11月29日,"3,137.65","3,198.83","3,204.86","3,137.65",80.50K,-1.30%
2018年11月28日,"3,178.93","3,137.75","3,179.41","3,126.62",74.88K,1.33%
2018年11月27日,"3,137.24","3,152.77","3,162.01","3,126.29",55.41K,-0.13%
2018年11月26日,"3,141.24","3,148.67","3,169.44","3,131.64",59.38K,-0.07%
2018年11月23日,"3,143.48","3,208.59","3,212.20","3,139.39",84.64K,-2.21%
2018年11月22日,"3,214.43","3,232.97","3,235.45","3,199.70",65.10K,-0.37%
2018年11月21日,"3,226.49","3,187.10","3,230.26","3,185.24",84.12K,0.25%
2018年11月20日,"3,218.41","3,268.08","3,278.78","3,213.68",109.36K,-2.31%
2018年11月19日,"3,294.60","3,258.79","3,294.60","3,251.07",115.96K,1.13%
2018年11月16日,"3,257.67","3,242.88","3,282.39","3,223.72",126.88K,0.47%
2018年11月15日,"3,242.37","3,201.28","3,242.38","3,198.78",98.56K,1.17%
2018年11月14日,"3,204.94","3,233.64","3,239.24","3,200.23",113.81K,-1.00%
2018年11月13日,"3,237.38","3,164.92","3,254.77","3,161.10",126.49K,1.01%
2018年11月12日,"3,205.14","3,160.25","3,206.51","3,152.44",88.06K,1.19%
